208,120,581,215,193,130,332,162,164,173,106,176,164,166,113,173,171,159,158,220,162,163,166,98,518,189,644,491,132,352,245,174,195,126,354,297,203,128,206,178,476,291,109,174,161,162,103,164,174,175,168,113,283,160,166,107,163,163,153,162,178,163,154,148,154,89,150,153,148,88,146,134,142,140,84,144,141,162,78,133,129,130,358,75,132,134,129,72,133,139,1983,389,122,206,191,178,1081,128,206,312,206,155,217,2951,262,209,151,343,191,202,125,190,184,183,181,116,326,181,261,135,189,158,173,288,406,906,130,148,180,81,117,124,175,90,158,134,121,130,75,115,116,113,79,385,143,258,174,111,170,163,163,116,178,166,161,267,113,171,167,192,196,236,163,132,127,131,163,329,128,123,88,112,122,109,75,128,112,116,119,67,114,107,117,71,111,108,108,105,68,107,105,111,110,75,107,112,110,98,115,111,114,109,68,114,110,113,69,107,113,211,110,69,110,114,122,67,119,113,114,117,73,112,111,110,110,67,113,112,114,73,117,115,124,114,76,114,117,114,72,118,112,115,118,79,117,118,116,70,121,121,129,189,84,114,112,118,122,76,122,117,119,78,117,118,125,121,84,127,121,123,212,157,139,124,118,77,120,129,130,112,177,210,201,195,90,137,132,134,135,93,231,131,134,88,331,137,143,150,94,136,137,148,97,145,146,139,148,100,169,199,185,107,153,142,144,151,125,144,148,152,154,98,159,158,159,104,155,138,144,155,160,271,185,165,130,158,350,174,162,124,158,183,170,125,165,175,166,228,119,178,177,165,168,133,188,201,176,170,186,189,193,202,143,204,200,211,171,228,234,234,215,636,313,299,511,408,344,363,611,308,245,298,320,305,337,370,357,403,463,456,505,537,650,646,966,1076,1170,1882,2716,10852,
28,31,51,43,198,43,37,39,40,37,36,38,34,40,39,36,40,39,40,36,42,36,39,38,45,42,88,73,82,109,84,94,104,100,159,123,106,92,92,85,84,71,77,76,72,72,61,69,71,80,73,79,70,68,73,67,68,63,69,72,62,67,60,162,60,57,55,57,57,55,50,53,56,39,51,44,41,47,56,50,44,43,48,50,50,43,102,45,49,49,87,482,375,95,94,88,101,98,107,112,134,128,118,118,108,505,117,114,110,99,98,90,92,92,100,94,114,204,58,91,112,57,87,179,149,61,59,81,52,51,52,48,159,51,49,54,46,51,48,51,50,45,48,54,340,83,80,87,82,88,88,83,78,85,81,81,86,86,83,90,242,73,57,51,52,132,85,49,51,54,52,48,46,47,44,46,45,43,45,177,39,45,45,43,40,44,41,40,39,37,48,39,41,39,40,39,53,63,39,37,37,40,42,39,39,38,41,41,39,37,41,39,37,40,135,39,38,38,40,32,37,36,39,40,37,39,35,38,40,41,39,37,73,37,39,37,34,37,37,35,39,34,34,34,37,37,39,36,36,37,50,37,31,36,32,33,36,34,40,35,33,36,36,38,33,34,34,114,34,37,45,52,41,39,38,37,38,39,37,52,61,356,73,49,49,45,47,45,47,48,44,45,50,49,46,49,48,48,46,46,51,52,50,84,49,51,43,46,64,71,50,46,47,48,53,44,124,48,51,47,50,46,51,47,46,47,51,46,45,114,56,49,49,50,45,44,50,49,47,46,49,52,45,45,45,51,175,47,48,50,45,43,45,105,47,41,40,41,44,46,46,44,45,48,46,59,44,44,46,45,43,65,68,163,86,71,372,79,52,49,50,47,47,47,52,154,44,48,48,47,50,50,43,50,51,53,48,45,52,60,
0,0,0,0,2,1,0,2,1,1,4,0,3,3,10,4,1,2,5,7,7,4,11,1,2,6,6,4,10,11,10,10,16,6,10,12,10,16,8,7,15,13,8,6,8,12,10,9,7,14,13,9,11,9,10,17,17,13,15,16,14,14,13,7,19,20,14,21,14,11,20,16,19,17,18,25,25,20,16,18,10,15,19,21,23,18,27,18,20,21,30,20,18,15,23,18,19,24,25,30,29,27,26,27,31,19,36,32,27,30,29,26,33,25,24,30,29,31,32,25,28,30,38,22,31,25,27,37,29,29,31,39,33,32,28,33,31,39,37,32,24,44,37,46,37,37,41,32,37,36,36,36,37,46,41,34,46,38,39,41,35,40,32,36,42,42,37,44,43,49,41,33,36,45,46,40,42,45,43,39,53,41,53,53,40,38,44,42,46,45,47,44,50,50,40,51,55,49,60,53,55,45,52,64,49,56,51,49,55,56,45,52,53,55,54,48,60,53,61,56,57,52,56,52,55,56,53,58,52,61,62,60,59,60,63,51,63,57,59,64,62,61,69,65,65,69,66,67,61,65,67,62,69,60,59,65,63,62,71,59,69,64,70,64,69,67,71,68,71,68,73,73,72,73,63,67,66,68,74,74,69,68,72,67,76,71,72,74,77,70,72,70,67,74,75,82,73,79,72,67,80,77,74,79,80,74,74,75,78,71,71,77,81,78,77,87,81,80,77,86,79,83,86,77,83,75,81,80,83,80,81,79,90,85,87,87,81,85,83,87,86,87,81,84,91,84,89,93,80,88,88,87,85,89,90,93,87,92,92,85,95,93,94,91,86,92,91,95,87,97,91,92,92,98,96,94,92,96,92,93,92,92,97,94,95,99,96,99,98,99,96,96,97,98,99,100,98,99,99,100,
0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,4,1,0,1,0,1,1,2,1,1,1,1,1,2,0,2,3,3,4,1,3,3,3,4,4,8,4,3,0,3,3,3,5,2,7,6,5,3,1,2,3,3,2,3,4,4,4,2,4,4,5,3,9,4,7,5,6,2,2,2,5,8,8,4,7,7,4,9,6,4,10,7,10,6,7,7,4,5,1,2,9,10,8,4,3,6,13,6,9,10,8,8,6,7,7,8,6,7,5,5,12,8,8,10,9,14,6,10,6,12,7,7,8,11,5,8,11,7,10,6,6,7,11,12,11,9,10,13,11,10,9,9,11,9,13,7,12,17,19,10,8,14,14,14,14,14,11,7,10,12,10,11,20,9,9,8,14,11,13,7,19,10,9,12,13,12,6,10,10,6,12,17,7,20,13,23,11,11,12,18,7,15,15,14,21,14,18,21,14,14,18,21,12,16,15,10,17,16,14,23,12,21,12,12,19,14,22,14,26,17,20,19,12,17,13,16,16,17,22,21,18,24,20,19,16,16,18,22,19,22,18,14,17,16,21,10,23,19,12,22,13,21,22,15,20,14,25,15,25,21,20,12,22,20,17,25,26,27,17,11,24,19,17,22,26,27,18,21,22,24,19,23,13,20,26,22,24,18,18,26,20,23,30,24,29,22,28,22,30,15,21,18,20,23,22,23,26,34,21,34,22,28,31,25,27,28,29,18,20,33,25,28,30,24,27,32,20,24,22,27,30,33,23,40,26,24,25,32,36,33,30,31,29,33,23,28,27,31,30,21,29,25,40,24,30,27,26,32,36,31,34,37,33,35,39,31,27,30,31,35,33,36,32,30,26,37,29,38,37,27,33,29,39,35,34,26,34,41,39,27,31,32,37,
